StudentID,Year,Sport,Status,Sex,Race,GPA
10866,2014,Basketball,Junior,Male,Black or African American,2.9
13675,2014,Basketball,Junior,Male,Hispanic or Latino,2.89
1011,2014,Basketball,Junior,Male,White,2.96
4001,2014,Basketball,Junior,Male,White,3.11
2364,2014,Basketball,Senior,Female,Asian,3.19
2056,2014,Basketball,Senior,Female,Black or African American,3.25
10113,2014,Basketball,Senior,Female,Black or African American,3.04
6699,2014,Basketball,Senior,Female,Hispanic or Latino,3.31
190,2014,Basketball,Senior,Female,White,2.86
8333,2014,Basketball,Senior,Female,White,3.1
6075,2014,Basketball,Senior,Female,White,3.25
9959,2014,Basketball,Senior,Female,White,2.98
55,2014,Basketball,Senior,Male,Asian,2.75
14876,2014,Basketball,Senior,Male,Asian,2.98
4865,2014,Basketball,Senior,Male,Black or African American,3.14
2582,2014,Basketball,Senior,Male,Black or African American,3.11
4054,2014,Basketball,Senior,Male,Black or African American,3.17
2776,2014,Basketball,Senior,Male,Black or African American,3.2
2696,2014,Basketball,Senior,Male,Hispanic or Latino,3.17
8023,2014,Basketball,Senior,Male,Hispanic or Latino,2.96
14145,2014,Basketball,Senior,Male,White,3.01
14280,2014,Basketball,Senior,Male,White,2.98
11308,2014,Basketball,Senior,Male,White,2.96
2631,2014,Basketball,Sophomore,Female,Asian,3.22
435,2014,Basketball,Sophomore,Female,Asian,2.95
619,2014,Basketball,Sophomore,Female,Asian,2.95
14195,2014,Basketball,Sophomore,Female,Black or African American,3.06
12227,2014,Basketball,Sophomore,Female,Hispanic or Latino,3.06
8771,2014,Basketball,Sophomore,Female,Hispanic or Latino,2.98
6745,2014,Basketball,Sophomore,Female,White,3.25
6647,2014,Basketball,Sophomore,Female,White,3.25
4319,2014,Basketball,Sophomore,Female,White,3.28
3558,2014,Basketball,Sophomore,Male,Asian,3.17
3587,2014,Basketball,Sophomore,Male,Asian,3.2
11136,2014,Basketball,Sophomore,Male,Asian,2.93
14394,2014,Basketball,Sophomore,Male,Black or African American,2.98
8918,2014,Basketball,Sophomore,Male,Black or African American,2.9
6786,2014,Basketball,Sophomore,Male,Black or African American,3.17
1433,2014,Basketball,Sophomore,Male,Black or African American,3.08
2951,2014,Basketball,Sophomore,Male,Hispanic or Latino,3.23
332,2014,Basketball,Sophomore,Male,Hispanic or Latino,2.84
2138,2014,Basketball,Sophomore,Male,Hispanic or Latino,3.17
8699,2014,Basketball,Sophomore,Male,Hispanic or Latino,2.93
6666,2014,Basketball,Sophomore,Male,Hispanic or Latino,3.2
3418,2014,Basketball,Sophomore,Male,Hispanic or Latino,3.08
9961,2014,Basketball,Sophomore,Male,Hispanic or Latino,2.93
4688,2014,Lacrosse,Freshman,Female,Asian,2.86
8340,2014,Lacrosse,Freshman,Female,White,2.86
795,2014,Lacrosse,Freshman,Male,Asian,2.51
10891,2014,Lacrosse,Freshman,Male,Asian,2.78
12928,2014,Lacrosse,Freshman,Male,Black or African American,2.95
13000,2014,Lacrosse,Freshman,Male,Black or African American,2.92
14569,2014,Lacrosse,Freshman,Male,Black or African American,2.89
13464,2014,Lacrosse,Freshman,Male,Hispanic or Latino,2.89
8337,2014,Lacrosse,Freshman,Male,White,2.81
1701,2014,Lacrosse,Freshman,Male,White,2.72
10634,2014,Lacrosse,Freshman,Male,White,2.75
7720,2014,Lacrosse,Freshman,Male,White,2.9
165,2014,Lacrosse,Junior,Female,Asian,2.5
6892,2014,Lacrosse,Junior,Female,Asian,2.92
10038,2014,Lacrosse,Junior,Female,Asian,2.83
10231,2014,Lacrosse,Junior,Female,Asian,2.83
11526,2014,Lacrosse,Junior,Female,Black or African American,2.85
2234,2014,Lacrosse,Junior,Female,Black or African American,2.74
3619,2014,Lacrosse,Junior,Female,Black or African American,2.83
12024,2014,Lacrosse,Junior,Female,Black or African American,2.88
1434,2014,Lacrosse,Junior,Female,Black or African American,2.71
3014,2014,Lacrosse,Junior,Female,Hispanic or Latino,2.8
76,2014,Lacrosse,Junior,Female,Hispanic or Latino,2.5
4372,2014,Lacrosse,Junior,Female,White,2.92
2264,2014,Lacrosse,Junior,Female,White,2.77
8416,2014,Lacrosse,Junior,Male,Asian,2.78
9041,2014,Lacrosse,Junior,Male,Asian,2.72
8533,2014,Lacrosse,Junior,Male,Hispanic or Latino,2.75
10683,2014,Lacrosse,Junior,Male,White,2.78
4442,2014,Lacrosse,Junior,Male,White,2.81
13261,2014,Lacrosse,Junior,Male,White,2.89
400,2014,Lacrosse,Junior,Male,White,2.48
290,2014,Lacrosse,Senior,Female,Asian,2.56
14768,2014,Lacrosse,Senior,Female,Black or African American,3.03
3857,2014,Lacrosse,Senior,Female,Black or African American,2.8
2531,2014,Lacrosse,Senior,Female,Hispanic or Latino,2.8
14783,2014,Lacrosse,Senior,Female,Hispanic or Latino,3.06
13267,2014,Lacrosse,Senior,Female,White,2.94
12881,2014,Lacrosse,Senior,Female,White,3
10257,2014,Lacrosse,Senior,Male,Asian,2.78
11294,2014,Lacrosse,Senior,Male,Asian,2.77
11027,2014,Lacrosse,Senior,Male,Hispanic or Latino,2.81
12236,2014,Lacrosse,Senior,Male,Hispanic or Latino,2.86
10775,2014,Lacrosse,Senior,Male,Hispanic or Latino,2.75
9200,2014,Lacrosse,Senior,Male,Hispanic or Latino,2.75
11114,2014,Lacrosse,Senior,Male,White,2.78
9517,2014,Lacrosse,Senior,Male,White,2.75
9475,2014,Lacrosse,Sophomore,Female,Asian,2.86
10969,2014,Lacrosse,Sophomore,Female,Black or African American,2.89
4399,2014,Lacrosse,Sophomore,Female,Black or African American,2.92
14524,2014,Lacrosse,Sophomore,Female,White,3
12808,2014,Lacrosse,Sophomore,Female,White,2.94
12017,2014,Lacrosse,Sophomore,Male,Asian,2.77
8361,2014,Lacrosse,Sophomore,Male,Asian,2.81
2976,2014,Lacrosse,Sophomore,Male,Hispanic or Latino,2.69
4080,2014,Lacrosse,Sophomore,Male,Hispanic or Latino,2.75
8820,2014,Lacrosse,Sophomore,Male,White,2.72
9843,2014,Lacrosse,Sophomore,Male,White,2.72
8595,2014,Lacrosse,Sophomore,Male,White,2.78
5655,2014,Soccer,Freshman,Female,Black or African American,2.86
8278,2014,Soccer,Freshman,Female,Black or African American,2.83
11413,2014,Soccer,Freshman,Female,Hispanic or Latino,3.31
3512,2014,Soccer,Freshman,Female,White,2.71
6645,2014,Soccer,Freshman,Female,White,2.86
8171,2014,Soccer,Freshman,Female,White,2.83
8513,2014,Soccer,Freshman,Male,Asian,2.78
7206,2014,Soccer,Freshman,Male,Asian,2.84
5810,2014,Soccer,Freshman,Male,Asian,2.78
6309,2014,Soccer,Freshman,Male,Asian,2.84
3593,2014,Soccer,Freshman,Male,Asian,2.66
14169,2014,Soccer,Freshman,Male,Black or African American,3.05
6285,2014,Soccer,Freshman,Male,Black or African American,2.81
1612,2014,Soccer,Freshman,Male,Black or African American,2.45
5916,2014,Soccer,Freshman,Male,Black or African American,2.84
12238,2014,Soccer,Freshman,Male,Black or African American,3.16
7613,2014,Soccer,Freshman,Male,Hispanic or Latino,2.87
11826,2014,Soccer,Freshman,Male,White,3.25
10,2014,Soccer,Junior,Female,Asian,2.14
13140,2014,Soccer,Junior,Female,Asian,3.18
12984,2014,Soccer,Junior,Female,Asian,3.12
7690,2014,Soccer,Junior,Female,Black or African American,2.92
1868,2014,Soccer,Junior,Female,Black or African American,2.56
13014,2014,Soccer,Junior,Female,Black or African American,3.15
11901,2014,Soccer,Junior,Female,Hispanic or Latino,3.3
4419,2014,Soccer,Junior,Female,Hispanic or Latino,2.86
11593,2014,Soccer,Junior,Female,Hispanic or Latino,3.39
12912,2014,Soccer,Junior,Female,Hispanic or Latino,3.12
7226,2014,Soccer,Junior,Female,Hispanic or Latino,2.89
13530,2014,Soccer,Junior,Female,Hispanic or Latino,3.15
7866,2014,Soccer,Junior,Female,Hispanic or Latino,2.92
2374,2014,Soccer,Junior,Female,White,2.5
2615,2014,Soccer,Junior,Female,White,2.53
14649,2014,Soccer,Junior,Female,White,3.04
2238,2014,Soccer,Junior,Female,White,2.47
579,2014,Soccer,Junior,Female,White,2.41
6758,2014,Soccer,Junior,Female,White,2.92
13654,2014,Soccer,Junior,Male,Asian,3.04
5865,2014,Soccer,Junior,Male,Asian,2.81
7802,2014,Soccer,Junior,Male,Asian,2.87
4753,2014,Soccer,Junior,Male,Black or African American,2.84
10810,2014,Soccer,Junior,Male,Black or African American,3.29
8625,2014,Soccer,Junior,Male,Black or African American,2.81
9758,2014,Soccer,Junior,Male,Black or African American,3.2
9665,2014,Soccer,Junior,Male,Black or African American,3.14
13490,2014,Soccer,Junior,Male,Hispanic or Latino,3.04
302,2014,Soccer,Junior,Male,Hispanic or Latino,2.21
325,2014,Soccer,Junior,Male,Hispanic or Latino,2.24
11687,2014,Soccer,Junior,Male,Hispanic or Latino,3.31
10892,2014,Soccer,Junior,Male,Hispanic or Latino,3.26
1496,2014,Soccer,Junior,Male,White,2.45
12953,2014,Soccer,Junior,Male,White,3.01
10738,2014,Soccer,Junior,Male,White,3.26
8310,2014,Soccer,Senior,Female,Asian,2.86
6933,2014,Soccer,Senior,Female,Asian,2.95
5267,2014,Soccer,Senior,Female,Asian,2.89
1849,2014,Soccer,Senior,Female,Asian,2.59
271,2014,Soccer,Senior,Female,Black or African American,2.26
6620,2014,Soccer,Senior,Female,Black or African American,2.83
13847,2014,Soccer,Senior,Female,Black or African American,3.18
3622,2014,Soccer,Senior,Female,Hispanic or Latino,2.77
1287,2014,Soccer,Senior,Female,White,2.44
13322,2014,Soccer,Senior,Female,White,3.18
2482,2014,Soccer,Senior,Female,White,2.53
6649,2014,Soccer,Senior,Male,Asian,2.81
12432,2014,Soccer,Senior,Male,Black or African American,3.13
7778,2014,Soccer,Senior,Male,Black or African American,2.87
14468,2014,Soccer,Senior,Male,Black or African American,2.99
7798,2014,Soccer,Senior,Male,Black or African American,2.9
1103,2014,Soccer,Senior,Male,Black or African American,2.33
14650,2014,Soccer,Senior,Male,Black or African American,2.99
6188,2014,Soccer,Senior,Male,Hispanic or Latino,2.78
9351,2014,Soccer,Senior,Male,Hispanic or Latino,2.99
14986,2014,Soccer,Senior,Male,White,3.05
466,2014,Soccer,Sophomore,Female,Asian,2.35
4464,2014,Soccer,Sophomore,Female,Asian,2.83
13409,2014,Soccer,Sophomore,Female,Asian,3.15
9183,2014,Soccer,Sophomore,Female,Black or African American,3.01
11467,2014,Soccer,Sophomore,Female,Black or African American,3.33
2566,2014,Soccer,Sophomore,Female,Black or African American,2.56
1963,2014,Soccer,Sophomore,Female,Hispanic or Latino,2.59
2078,2014,Soccer,Sophomore,Female,White,2.56
13189,2014,Soccer,Sophomore,Female,White,3.12
9281,2014,Soccer,Sophomore,Female,White,3.04
9696,2014,Soccer,Sophomore,Male,Asian,3.17
13808,2014,Soccer,Sophomore,Male,Black or African American,3.07
9591,2014,Soccer,Sophomore,Male,Black or African American,3.11
10539,2014,Soccer,Sophomore,Male,Black or African American,3.2
11603,2014,Soccer,Sophomore,Male,Black or African American,3.37
6808,2014,Soccer,Sophomore,Male,Hispanic or Latino,2.81
11601,2014,Soccer,Sophomore,Male,Hispanic or Latino,3.34
12185,2014,Soccer,Sophomore,Male,Hispanic or Latino,3.19
10897,2014,Soccer,Sophomore,Male,Hispanic or Latino,3.23
14327,2014,Soccer,Sophomore,Male,White,3.02
84,2014,Soccer,Sophomore,Male,White,2.09
13337,2014,Soccer,Sophomore,Male,White,3.1
8066,2014,Swimming,Freshman,Female,Asian,3.25
11736,2014,Swimming,Freshman,Female,Asian,3.08
5470,2014,Swimming,Freshman,Female,Hispanic or Latino,3.33
14140,2014,Swimming,Freshman,Female,Hispanic or Latino,3.17
2625,2014,Swimming,Freshman,Female,White,3.69
2034,2014,Swimming,Freshman,Male,Asian,3.73
5835,2014,Swimming,Freshman,Male,Black or African American,3.2
10606,2014,Swimming,Freshman,Male,Black or African American,3.11
11241,2014,Swimming,Freshman,Male,Hispanic or Latino,3.02
4998,2014,Swimming,Freshman,Male,Hispanic or Latino,3.31
5970,2014,Swimming,Freshman,Male,White,3.26
10126,2014,Swimming,Junior,Female,Asian,3.22
893,2014,Swimming,Junior,Female,Asian,3.93
13335,2014,Swimming,Junior,Female,Asian,3.08
7403,2014,Swimming,Junior,Female,Black or African American,3.31
5422,2014,Swimming,Junior,Female,Black or African American,3.3
8778,2014,Swimming,Junior,Female,Hispanic or Latino,3.22
11275,2014,Swimming,Junior,Female,Hispanic or Latino,3.11
8674,2014,Swimming,Junior,Female,White,3.25
2469,2014,Swimming,Junior,Female,White,3.72
14754,2014,Swimming,Junior,Female,White,3.17
9504,2014,Swimming,Junior,Female,White,3.25
7927,2014,Swimming,Junior,Male,Asian,3.23
6024,2014,Swimming,Junior,Male,Black or African American,3.29
5964,2014,Swimming,Junior,Male,Black or African American,3.23
11559,2014,Swimming,Junior,Male,Hispanic or Latino,3.03
14820,2014,Swimming,Senior,Female,Black or African American,3.2
1937,2014,Swimming,Senior,Female,Black or African American,3.78
5792,2014,Swimming,Senior,Female,Black or African American,3.27
3780,2014,Swimming,Senior,Male,Asian,3.49
5714,2014,Swimming,Senior,Male,Asian,3.22
578,2014,Swimming,Senior,Male,Asian,3.87
9282,2014,Swimming,Senior,Male,Black or African American,3.14
7718,2014,Swimming,Senior,Male,Black or African American,3.2
13461,2014,Swimming,Senior,Male,Hispanic or Latino,3.03
10542,2014,Swimming,Senior,Male,Hispanic or Latino,3.14
8064,2014,Swimming,Sophomore,Female,Hispanic or Latino,3.28
7786,2014,Swimming,Sophomore,Female,Hispanic or Latino,3.31
373,2014,Swimming,Sophomore,Female,Hispanic or Latino,3.98
842,2014,Swimming,Sophomore,Female,Hispanic or Latino,3.92
7309,2014,Swimming,Sophomore,Female,White,3.34
12724,2014,Swimming,Sophomore,Male,Asian,2.97
4767,2014,Swimming,Sophomore,Male,Asian,3.34
14258,2014,Swimming,Sophomore,Male,Black or African American,3.09
7896,2014,Swimming,Sophomore,Male,Hispanic or Latino,3.23
3451,2014,Swimming,Sophomore,Male,Hispanic or Latino,3.55
3151,2014,Swimming,Sophomore,Male,White,3.55
12571,2014,Tennis,Freshman,Female,Asian,3.1
12398,2014,Tennis,Freshman,Female,Hispanic or Latino,3.1
2760,2014,Tennis,Freshman,Female,Hispanic or Latino,2.98
7385,2014,Tennis,Freshman,Female,White,3.1
8800,2014,Tennis,Freshman,Male,Asian,3.02
13203,2014,Tennis,Freshman,Male,Black or African American,3.02
7021,2014,Tennis,Freshman,Male,Black or African American,3.11
34,2014,Tennis,Freshman,Male,Hispanic or Latino,2.75
6641,2014,Tennis,Freshman,Male,Hispanic or Latino,3.14
5780,2014,Tennis,Freshman,Male,White,3.05
4784,2014,Tennis,Freshman,Male,White,2.96
13661,2014,Tennis,Junior,Female,Asian,3.22
3474,2014,Tennis,Junior,Female,Asian,3.04
13126,2014,Tennis,Junior,Female,Asian,3.13
5503,2014,Tennis,Junior,Female,Asian,3.19
10915,2014,Tennis,Junior,Female,Black or African American,3.07
13692,2014,Tennis,Junior,Female,Black or African American,3.28
5954,2014,Tennis,Junior,Female,Black or African American,3.16
12992,2014,Tennis,Junior,Female,Hispanic or Latino,3.16
19,2014,Tennis,Junior,Female,Hispanic or Latino,2.82
7136,2014,Tennis,Junior,Female,White,3.16
6168,2014,Tennis,Junior,Male,Asian,3.14
13406,2014,Tennis,Junior,Male,Black or African American,3.08
7932,2014,Tennis,Junior,Male,Black or African American,3.05
7475,2014,Tennis,Junior,Male,Black or African American,3.05
14693,2014,Tennis,Junior,Male,Hispanic or Latino,3.2
14839,2014,Tennis,Junior,Male,Hispanic or Latino,3.2
13890,2014,Tennis,Junior,Male,White,3.26
9444,2014,Tennis,Senior,Female,Asian,3.01
11369,2014,Tennis,Senior,Female,Asian,3.07
11023,2014,Tennis,Senior,Female,Black or African American,3.04
7252,2014,Tennis,Senior,Female,Black or African American,3.16
8512,2014,Tennis,Senior,Female,Black or African American,3.13
5351,2014,Tennis,Senior,Female,Black or African American,3.16
6851,2014,Tennis,Senior,Female,Black or African American,3.22
529,2014,Tennis,Senior,Female,Hispanic or Latino,2.92
8715,2014,Tennis,Senior,Female,White,3.1
197,2014,Tennis,Senior,Female,White,2.86
5273,2014,Tennis,Senior,Female,White,3.16
8691,2014,Tennis,Senior,Female,White,3.07
13228,2014,Tennis,Senior,Female,White,3.13
8184,2014,Tennis,Senior,Male,Asian,3.02
8531,2014,Tennis,Senior,Male,Black or African American,3.02
2936,2014,Tennis,Senior,Male,Black or African American,2.96
14614,2014,Tennis,Senior,Male,Black or African American,3.23
4520,2014,Tennis,Senior,Male,Hispanic or Latino,2.96
10895,2014,Tennis,Senior,Male,White,2.99
8062,2014,Tennis,Senior,Male,White,3.02
4312,2014,Tennis,Senior,Male,White,2.93
14601,2014,Tennis,Sophomore,Female,Asian,3.28
13686,2014,Tennis,Sophomore,Female,Asian,3.25
9455,2014,Tennis,Sophomore,Female,Asian,3.04
7918,2014,Tennis,Sophomore,Female,Black or African American,3.1
2433,2014,Tennis,Sophomore,Female,Black or African American,3.04
8933,2014,Tennis,Sophomore,Female,Hispanic or Latino,3.1
2461,2014,Tennis,Sophomore,Female,White,3.01
14723,2014,Tennis,Sophomore,Male,Asian,3.17
5530,2014,Tennis,Sophomore,Male,Asian,3.08
102,2014,Tennis,Sophomore,Male,Asian,2.78
6275,2014,Tennis,Sophomore,Male,Black or African American,3.17
11079,2014,Tennis,Sophomore,Male,Black or African American,2.99
8072,2014,Tennis,Sophomore,Male,Hispanic or Latino,2.99
7358,2014,Tennis,Sophomore,Male,Hispanic or Latino,3.05
13810,2014,Tennis,Sophomore,Male,Hispanic or Latino,3.23
11398,2014,Tennis,Sophomore,Male,White,3.02
297,2014,Tennis,Sophomore,Male,White,2.81
11712,2014,Tennis,Sophomore,Male,White,2.99
14035,2014,Tennis,Sophomore,Male,White,3.29
12487,2014,Track,Freshman,Female,Black or African American,3.19
7549,2014,Track,Freshman,Female,Hispanic or Latino,3.05
14538,2014,Track,Freshman,Female,Hispanic or Latino,3.22
2840,2014,Track,Freshman,Female,Hispanic or Latino,2.69
2228,2014,Track,Freshman,Female,White,2.57
2438,2014,Track,Freshman,Male,Asian,2.55
5993,2014,Track,Freshman,Male,Asian,3
7788,2014,Track,Freshman,Male,Asian,2.97
9319,2014,Track,Freshman,Male,Asian,3.12
2309,2014,Track,Freshman,Male,White,2.52
7174,2014,Track,Freshman,Male,White,2.97
3278,2014,Track,Freshman,Male,White,2.73
1198,2014,Track,Junior,Female,Asian,2.6
13448,2014,Track,Junior,Female,Black or African American,3.22
1702,2014,Track,Junior,Male,Asian,2.4
14666,2014,Track,Junior,Male,Hispanic or Latino,3.23
169,2014,Track,Junior,Male,White,2.46
12258,2014,Track,Senior,Female,Black or African American,3.13
3204,2014,Track,Senior,Female,Black or African American,2.75
7625,2014,Track,Senior,Female,Black or African American,3.05
2991,2014,Track,Senior,Female,Hispanic or Latino,2.72
4881,2014,Track,Senior,Female,Hispanic or Latino,2.9
8164,2014,Track,Senior,Female,Hispanic or Latino,3.05
6254,2014,Track,Senior,Female,White,3.08
7490,2014,Track,Senior,Female,White,3.08
4850,2014,Track,Senior,Male,Asian,2.79
8927,2014,Track,Senior,Male,Black or African American,3.06
12223,2014,Track,Senior,Male,Black or African American,3.08
4303,2014,Track,Senior,Male,Black or African American,2.79
2647,2014,Track,Senior,Male,Hispanic or Latino,2.58
10649,2014,Track,Senior,Male,White,3.15
8785,2014,Track,Sophomore,Female,Asian,3.08
5235,2014,Track,Sophomore,Female,Asian,2.96
9989,2014,Track,Sophomore,Female,Asian,3.2
13934,2014,Track,Sophomore,Female,Asian,3.19
10980,2014,Track,Sophomore,Female,Black or African American,3.23
3326,2014,Track,Sophomore,Female,Hispanic or Latino,2.84
5570,2014,Track,Sophomore,Male,Asian,2.91
7924,2014,Track,Sophomore,Male,Asian,2.94
5986,2014,Track,Sophomore,Male,Asian,2.97
1658,2014,Track,Sophomore,Male,Black or African American,2.46
13891,2014,Track,Sophomore,Male,Black or African American,3.08
995,2014,Track,Sophomore,Male,Black or African American,2.46
14492,2014,Track,Sophomore,Male,Black or African American,3.14
3634,2014,Track,Sophomore,Male,Black or African American,2.76
1693,2014,Track,Sophomore,Male,Black or African American,2.43
14612,2014,Track,Sophomore,Male,Black or African American,3.2
120,2014,Track,Sophomore,Male,White,2.49
11816,2014,Track,Sophomore,Male,White,3.12
8097,2015,Baseball,Freshman,Female,Asian,3.02
5464,2015,Baseball,Freshman,Female,Black or African American,3.01
6366,2015,Baseball,Freshman,Female,Black or African American,3.13
5462,2015,Baseball,Freshman,Female,Black or African American,3.04
12125,2015,Baseball,Freshman,Female,Hispanic or Latino,2.97
1957,2015,Baseball,Freshman,Female,Hispanic or Latino,3.09
5483,2015,Baseball,Freshman,Female,White,2.98
4764,2015,Baseball,Freshman,Female,White,3.13
2966,2015,Baseball,Freshman,Male,Asian,3.01
11329,2015,Baseball,Freshman,Male,Asian,2.89
4890,2015,Baseball,Freshman,Male,Asian,2.99
8783,2015,Baseball,Freshman,Male,Black or African American,2.92
13813,2015,Baseball,Freshman,Male,Black or African American,2.8
67,2015,Baseball,Freshman,Male,Black or African American,3.07
8894,2015,Baseball,Freshman,Male,Black or African American,2.95
2994,2015,Baseball,Freshman,Male,White,3.01
14592,2015,Baseball,Freshman,Male,White,2.8
461,2015,Baseball,Freshman,Male,White,2.98
8465,2015,Baseball,Freshman,Male,White,2.94
8924,2015,Baseball,Junior,Female,Asian,3.06
8489,2015,Baseball,Junior,Female,Asian,2.99
8528,2015,Baseball,Junior,Female,Asian,3.02
8577,2015,Baseball,Junior,Female,Black or African American,3.06
13284,2015,Baseball,Junior,Female,Black or African American,2.97
2051,2015,Baseball,Junior,Female,Hispanic or Latino,3.03
3949,2015,Baseball,Junior,Female,Hispanic or Latino,3.13
1733,2015,Baseball,Junior,Female,White,3.12
4826,2015,Baseball,Junior,Female,White,3.1
11517,2015,Baseball,Junior,Male,Black or African American,2.83
8094,2015,Baseball,Junior,Male,Hispanic or Latino,2.97
13168,2015,Baseball,Senior,Female,Asian,3
914,2015,Baseball,Senior,Female,Asian,3.12
7090,2015,Baseball,Senior,Female,Asian,3.08
3358,2015,Baseball,Senior,Female,Black or African American,3.12
6140,2015,Baseball,Senior,Female,Black or African American,3.04
839,2015,Baseball,Senior,Female,Hispanic or Latino,3.12
186,2015,Baseball,Senior,Female,White,3.12
